Sede;Nit;"Razón Social";Radicado;Factura;"Fecha Radicación";"Valor Factura";"Total Glosado";"Total a Favor";"Total en Contra";"Pendiente por Resolver"
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522017";16/07/2014;77300,00;3210,00;1605,00;1605,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522208";16/07/2014;82700,00;3210,00;1545,00;1665,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522257";16/07/2014;83100,00;4050,00;2025,00;2025,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000517817";16/07/2014;686600,00;2300,00;1150,00;1150,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000521765";16/07/2014;132200,00;14340,00;7169,00;7171,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522235";16/07/2014;40300,00;1150,00;575,00;575,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522241";16/07/2014;49100,00;2180,00;1090,00;1090,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000520627";16/07/2014;125400,00;11570,00;5785,00;5785,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000517288";16/07/2014;128500,00;5270,00;2635,00;2635,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000519382";16/07/2014;446689,00;2977,00;1488,00;1489,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000520240";16/07/2014;316084,00;37763,00;18881,00;18882,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000521869";16/07/2014;53500,00;1150,00;575,00;575,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522299";16/07/2014;36900,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522628";16/07/2014;272400,00;5277,00;2638,00;2639,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000520620";16/07/2014;133300,00;3970,00;1985,00;1985,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522032";16/07/2014;89600,00;4050,00;2025,00;2025,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522261";16/07/2014;120300,00;11570,00;5785,00;5785,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522263";16/07/2014;40300,00;1150,00;575,00;575,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000520159";16/07/2014;834024,00;11570,00;5785,00;5785,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000521969";16/07/2014;38800,00;1150,00;575,00;575,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000518428";16/07/2014;497600,00;20810,00;10405,00;10405,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000520636";16/07/2014;302200,00;2977,00;1488,00;1489,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23903;"F1 0000522213";16/07/2014;52700,00;2755,00;1377,00;1378,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000524461";17/07/2014;835400,00;7188,00;3594,00;3594,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000520024";17/07/2014;1746020,00;195323,00;108101,00;87222,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000520020";17/07/2014;1207848,00;38968,00;19484,00;19484,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000521489";17/07/2014;2569103,00;808723,00;76911,00;731812,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000524125";17/07/2014;1704385,00;119243,00;59620,00;59623,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000524386";17/07/2014;2688980,00;79695,00;39847,00;39848,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000524254";17/07/2014;10002116,00;405987,00;228190,00;177797,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000524226";17/07/2014;6743170,00;801153,00;444926,00;356227,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23904;"F1 0000524484";17/07/2014;2307600,00;235815,00;97027,00;138788,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000522025";17/07/2014;959300,00;28835,00;14417,00;14418,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000522222";17/07/2014;1218200,00;37402,00;18701,00;18701,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000524169";17/07/2014;18740538,00;1669936,00;528876,00;1141060,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000516603";17/07/2014;13221240,00;966692,00;486006,00;480686,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000522033";17/07/2014;1627900,00;238200,00;98220,00;139980,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000522124";17/07/2014;1909900,00;62640,00;0,00;62640,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000522297";17/07/2014;2143629,00;237921,00;108559,00;129362,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000522456";17/07/2014;1284100,00;37640,00;18820,00;18820,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000516654";17/07/2014;464300,00;5000,00;5000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000523874";17/07/2014;1326432,00;156888,00;78443,00;78445,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23905;"F1 0000524311";17/07/2014;515843,00;52478,00;26239,00;26239,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23906;"F1 0000519983";17/07/2014;10566600,00;3028800,00;3028800,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23906;"F1 0000518197";17/07/2014;10566600,00;3028800,00;3028800,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23906;"F1 0000520431";17/07/2014;11871400,00;3028800,00;3028800,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23906;"F1 0000523147";17/07/2014;2530650,00;195700,00;195700,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23908;"F1 0000520269";17/07/2014;1394300,00;472170,00;236085,00;236085,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23908;"F1 0000521830";17/07/2014;1690100,00;472170,00;236085,00;236085,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000519119";17/07/2014;38300,00;38300,00;38300,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000518250";17/07/2014;126600,00;53100,00;0,00;53100,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000523632";17/07/2014;10970400,00;432000,00;218500,00;213500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000522927";17/07/2014;7699739,00;1344000,00;1344000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000517022";17/07/2014;140600,00;54200,00;0,00;54200,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000518610";17/07/2014;4885087,00;489000,00;489000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000519926";17/07/2014;5489,00;5489,00;5489,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000524385";17/07/2014;364900,00;28800,00;0,00;28800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000522588";17/07/2014;4373548,00;150812,00;0,00;150812,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000516899";17/07/2014;1206700,00;28800,00;0,00;28800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000523217";17/07/2014;64000,00;8000,00;8000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23909;"F1 0000517531";17/07/2014;1222400,00;243200,00;243200,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000523795";17/07/2014;36900,00;36900,00;19000,00;17900,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000522028";17/07/2014;75000,00;75000,00;0,00;75000,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000523765";17/07/2014;4771340,00;186000,00;1000,00;185000,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000523652";17/07/2014;3609000,00;126000,00;0,00;126000,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000521827";17/07/2014;47900,00;30000,00;30000,00;0,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000524131";17/07/2014;325800,00;144800,00;36200,00;108600,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000523750";17/07/2014;5076496,00;1256177,00;110711,00;1145466,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23910;"F1 0000520717";17/07/2014;20800,00;20800,00;0,00;20800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516792";17/07/2014;2045400,00;32230,00;5665,00;26565,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519899";17/07/2014;464500,00;6180,00;3090,00;3090,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520355";17/07/2014;2223676,00;259830,00;129915,00;129915,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521421";17/07/2014;3937780,00;472760,00;215480,00;257280,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519016";17/07/2014;1686000,00;92680,00;25440,00;67240,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519064";17/07/2014;1562000,00;100740,00;50370,00;50370,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521815";17/07/2014;1511864,00;34480,00;17240,00;17240,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521406";17/07/2014;1204300,00;63030,00;31515,00;31515,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521513";17/07/2014;1972860,00;182670,00;81035,00;101635,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516521";17/07/2014;8931620,00;647570,00;335070,00;312500,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520292";17/07/2014;7170000,00;710290,00;355145,00;355145,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521038";17/07/2014;5248500,00;652910,00;312955,00;339955,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516829";17/07/2014;1990400,00;64970,00;32485,00;32485,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519278";17/07/2014;2418300,00;337810,00;168905,00;168905,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520829";17/07/2014;1104200,00;23850,00;11925,00;11925,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519091";17/07/2014;1562800,00;56200,00;28100,00;28100,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516426";17/07/2014;15045560,00;5917980,00;2371340,00;3546640,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518588";17/07/2014;1111300,00;24400,00;20750,00;3650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520651";17/07/2014;2282200,00;93590,00;46795,00;46795,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516525";17/07/2014;660456,00;1100,00;275,00;825,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517111";17/07/2014;7926392,00;685070,00;337435,00;347635,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518625";17/07/2014;1986200,00;193600,00;96800,00;96800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517023";17/07/2014;3688840,00;343250,00;171625,00;171625,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520684";17/07/2014;1717648,00;34900,00;17450,00;17450,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521540";17/07/2014;4003800,00;634920,00;307010,00;327910,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520361";17/07/2014;695200,00;22880,00;11440,00;11440,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516902";17/07/2014;1987100,00;46040,00;23020,00;23020,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518196";17/07/2014;5342021,00;482340,00;245120,00;237220,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518648";17/07/2014;4056069,00;298580,00;233190,00;65390,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520258";17/07/2014;776800,00;15260,00;7630,00;7630,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519672";17/07/2014;5790950,00;489580,00;359140,00;130440,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519444";17/07/2014;876280,00;6370,00;3185,00;3185,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520531";17/07/2014;2735700,00;230560,00;104980,00;125580,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521597";17/07/2014;1611740,00;23520,00;11760,00;11760,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517013";17/07/2014;3010100,00;676960,00;205020,00;471940,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518542";17/07/2014;2924280,00;161350,00;80675,00;80675,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518788";17/07/2014;2544600,00;47960,00;13680,00;34280,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518670";17/07/2014;2112200,00;27440,00;13720,00;13720,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521518";17/07/2014;4092460,00;751820,00;341150,00;410670,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518808";17/07/2014;1722604,00;320390,00;160195,00;160195,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520455";17/07/2014;2526100,00;102820,00;30810,00;72010,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521286";17/07/2014;1147600,00;41150,00;20575,00;20575,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520474";17/07/2014;2456800,00;225650,00;112825,00;112825,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521267";17/07/2014;1106700,00;70880,00;35440,00;35440,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517448";17/07/2014;5317880,00;167640,00;61520,00;106120,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518777";17/07/2014;3616580,00;435600,00;217800,00;217800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521592";17/07/2014;2982056,00;885800,00;56700,00;829100,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516729";17/07/2014;3207760,00;666450,00;333225,00;333225,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519913";17/07/2014;2441300,00;173480,00;89830,00;83650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521565";17/07/2014;4703088,00;488590,00;299795,00;188795,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518623";17/07/2014;2954300,00;483700,00;241850,00;241850,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518653";17/07/2014;2414520,00;484610,00;280055,00;204555,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518819";17/07/2014;983912,00;29660,00;14830,00;14830,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520883";17/07/2014;2897200,00;213110,00;106555,00;106555,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516652";17/07/2014;433900,00;6360,00;3180,00;3180,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517255";17/07/2014;4987100,00;482200,00;248900,00;233300,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518453";17/07/2014;2149610,00;311060,00;158730,00;152330,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520430";17/07/2014;2253231,00;172820,00;72910,00;99910,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000521708";17/07/2014;2074905,00;47880,00;34390,00;13490,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519397";17/07/2014;761100,00;20340,00;10170,00;10170,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516798";17/07/2014;3002860,00;706366,00;151883,00;554483,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520049";17/07/2014;161400,00;10270,00;5135,00;5135,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517049";17/07/2014;1096280,00;87100,00;43550,00;43550,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518155";17/07/2014;9856600,00;1102890,00;551445,00;551445,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000520805";17/07/2014;7298000,00;32860,00;16430,00;16430,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517258";17/07/2014;1891600,00;163690,00;50945,00;112745,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000518393";17/07/2014;390300,00;14660,00;7330,00;7330,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000519920";17/07/2014;2845200,00;736700,00;75400,00;661300,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000516526";17/07/2014;2930400,00;101030,00;16365,00;84665,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517030";17/07/2014;923300,00;61800,00;0,00;61800,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23911;"F1 0000517252";17/07/2014;1338605,00;35920,00;17960,00;17960,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000516624";17/07/2014;39000,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524228";17/07/2014;724784,00;33557,00;16778,00;16779,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000518317";17/07/2014;137800,00;12870,00;6435,00;6435,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000522277";17/07/2014;203415,00;33490,00;16745,00;16745,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000523892";17/07/2014;175315,00;32515,00;16257,00;16258,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000522045";17/07/2014;211200,00;8489,00;4244,00;4245,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000522906";17/07/2014;176215,00;32515,00;16075,00;16440,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000517259";17/07/2014;165900,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524050";17/07/2014;705036,00;47627,00;22473,00;25154,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000521801";17/07/2014;55700,00;4500,00;2250,00;2250,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524085";17/07/2014;303900,00;16841,00;8420,00;8421,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000523484";17/07/2014;89100,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000521850";17/07/2014;134100,00;11570,00;5785,00;5785,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000522931";17/07/2014;244700,00;8489,00;4244,00;4245,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000522607";17/07/2014;412900,00;39160,00;19580,00;19580,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524084";17/07/2014;115100,00;11571,00;5785,00;5786,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524140";17/07/2014;262700,00;11570,00;5785,00;5785,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000518402";17/07/2014;116300,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000521941";17/07/2014;1053200,00;23815,00;11907,00;11908,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000523200";17/07/2014;137200,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000517274";17/07/2014;63300,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000517284";17/07/2014;18100,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000522007";17/07/2014;317600,00;1150,00;575,00;575,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000523600";17/07/2014;1793890,00;89729,00;46896,00;42833,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000522776";17/07/2014;141915,00;33815,00;16907,00;16908,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524049";17/07/2014;264000,00;33000,00;19900,00;13100,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524116";17/07/2014;37000,00;1300,00;650,00;650,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000518313";17/07/2014;488300,00;65750,00;32875,00;32875,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000523891";17/07/2014;677015,00;84939,00;42468,00;42471,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23912;"F1 0000524137";17/07/2014;403568,00;2110,00;1055,00;1055,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523146";17/07/2014;6958666,00;414640,00;11570,00;403070,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000520803";17/07/2014;5832295,00;892590,00;276945,00;615645,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000520695";17/07/2014;9741400,00;697970,00;208835,00;489135,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523332";17/07/2014;7517486,00;170480,00;122290,00;48190,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000520025";17/07/2014;1449304,00;67380,00;33690,00;33690,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000522881";17/07/2014;4723300,00;63490,00;31745,00;31745,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000524359";17/07/2014;1371100,00;6180,00;3090,00;3090,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000524120";17/07/2014;1708160,00;23140,00;11570,00;11570,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000520186";17/07/2014;3318360,00;297890,00;148995,00;148895,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000521428";17/07/2014;6371960,00;1788670,00;1011635,00;777035,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000524217";17/07/2014;2384400,00;63450,00;2575,00;60875,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000521711";17/07/2014;4617000,00;368710,00;163455,00;205255,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000524146";17/07/2014;6126700,00;479410,00;218605,00;260805,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000521562";17/07/2014;2364675,00;208320,00;45760,00;162560,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523218";17/07/2014;1078040,00;23140,00;11570,00;11570,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523691";17/07/2014;5651460,00;1175760,00;151180,00;1024580,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523596";17/07/2014;746530,00;73670,00;36834,00;36836,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000519265";17/07/2014;32402980,00;3031690,00;1573545,00;1458145,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523760";17/07/2014;8164600,00;468410,00;255955,00;212455,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000519383";17/07/2014;1920200,00;38590,00;19295,00;19295,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000520010";17/07/2014;1804416,00;136020,00;68010,00;68010,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523348";17/07/2014;7880400,00;179090,00;110445,00;68645,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523776";17/07/2014;12680100,00;234080,00;117040,00;117040,00;0,00
CAQUETA;813001952;"CLINICA MEDILASER S.A.";23913;"F1 0000523905";17/07/2014;1822300,00;343800,00;33700,00;310100,00;0,00
